am1,am2,mentions,party
JoyceWatsonam,suzydaviesam,1,Labour
JoyceWatsonam,vaughangething,3,Labour
JulieJamesAM,AMCarwyn,9,Labour
JulieJamesAM,AlunDaviesAM,11,Labour
JulieJamesAM,Amanwy,67,Labour
JulieJamesAM,AndrewRTDavies,8,Labour
JulieJamesAM,DarrenMillarAM,1,Labour
JulieJamesAM,DavidReesAM,11,Labour
JulieJamesAM,Dawn_Bowden,31,Labour
JulieJamesAM,ElinCeredigion,1,Labour
JulieJamesAM,Eluned_Morgan,17,Labour
JulieJamesAM,JBryantWales,28,Labour
JulieJamesAM,JGriffithsLab,2,Labour
JulieJamesAM,JaneHutt,30,Labour
JulieJamesAM,JennyRathbone,29,Labour
JulieJamesAM,Jeremy_Miles,39,Labour
JulieJamesAM,JoyceWatsonam,15,Labour
JulieJamesAM,JulieMorganLAB,22,Labour
JulieJamesAM,KenSkatesAM,3,Labour
JulieJamesAM,Kirsty_Williams,13,Labour
JulieJamesAM,LeanneWood,8,Labour
JulieJamesAM,LlyrGruffydd,1,Labour
JulieJamesAM,MarkDrakeford,5,Labour
JulieJamesAM,MickAntoniw1,17,Labour
JulieJamesAM,MikeHedgesAM,26,Labour
JulieJamesAM,NathanGillMEP,10,Labour
JulieJamesAM,NeilUKIP,5,Labour
JulieJamesAM,RebeccaEvansAM,27,Labour
JulieJamesAM,RhunapIorwerth,1,Labour
JulieJamesAM,SimonThomasAC,5,Labour
JulieJamesAM,VikkiHowells,13,Labour
JulieJamesAM,_Adam_Price,1,Labour
JulieJamesAM,ann_jonesam,3,Labour
JulieJamesAM,bethanjenkins,11,Labour
JulieJamesAM,carlsargeant1,22,Labour
JulieJamesAM,hannahblythyn,24,Labour
JulieJamesAM,hef4caerphilly,8,Labour
JulieJamesAM,huw4ogmore,17,Labour
JulieJamesAM,lesley4wrexham,23,Labour
JulieJamesAM,neiljmcevoy,1,Labour
JulieJamesAM,rhi4islwyn,8,Labour
JulieJamesAM,russ_george,1,Labour
JulieJamesAM,suzydaviesam,3,Labour
JulieJamesAM,vaughangething,25,Labour
JulieMorganLAB,AMCarwyn,2,Labour
JulieMorganLAB,AlunDaviesAM,2,Labour
JulieMorganLAB,Amanwy,1,Labour
JulieMorganLAB,AndrewRTDavies,1,Labour
JulieMorganLAB,DarrenMillarAM,3,Labour
JulieMorganLAB,DavidReesAM,6,Labour
JulieMorganLAB,Dawn_Bowden,3,Labour
JulieMorganLAB,ElinCeredigion,3,Labour
JulieMorganLAB,ElisThomasD,1,Labour
JulieMorganLAB,Eluned_Morgan,1,Labour
JulieMorganLAB,JBryantWales,2,Labour
JulieMorganLAB,JaneHutt,17,Labour
JulieMorganLAB,JennyRathbone,27,Labour
JulieMorganLAB,Jeremy_Miles,1,Labour
JulieMorganLAB,JoyceWatsonam,1,Labour
JulieMorganLAB,JulieJamesAM,13,Labour
JulieMorganLAB,KenSkatesAM,3,Labour
JulieMorganLAB,Kirsty_Williams,2,Labour
JulieMorganLAB,LeanneWood,1,Labour
JulieMorganLAB,LlyrGruffydd,2,Labour
JulieMorganLAB,MarkDrakeford,9,Labour
JulieMorganLAB,MarkIsherwoodAM,4,Labour
JulieMorganLAB,MickAntoniw1,8,Labour
JulieMorganLAB,MikeHedgesAM,14,Labour
JulieMorganLAB,RebeccaEvansAM,4,Labour
JulieMorganLAB,RhunapIorwerth,2,Labour
JulieMorganLAB,SimonThomasAC,1,Labour
JulieMorganLAB,ann_jonesam,1,Labour
JulieMorganLAB,bethanjenkins,5,Labour
JulieMorganLAB,carlsargeant1,7,Labour
JulieMorganLAB,hannahblythyn,4,Labour
JulieMorganLAB,hef4caerphilly,4,Labour
JulieMorganLAB,huw4ogmore,1,Labour
JulieMorganLAB,lesley4wrexham,6,Labour
JulieMorganLAB,neiljmcevoy,1,Labour
JulieMorganLAB,russ_george,2,Labour
JulieMorganLAB,suzydaviesam,1,Labour
JulieMorganLAB,vaughangething,11,Labour
KenSkatesAM,AMCarwyn,17,Labour
KenSkatesAM,AlunDaviesAM,6,Labour
KenSkatesAM,Amanwy,3,Labour
KenSkatesAM,AndrewRTDavies,12,Labour
KenSkatesAM,DarrenMillarAM,3,Labour
KenSkatesAM,DavidReesAM,3,Labour
KenSkatesAM,ElisThomasD,1,Labour
KenSkatesAM,Eluned_Morgan,1,Labour
KenSkatesAM,JBryantWales,4,Labour
KenSkatesAM,JaneHutt,7,Labour
KenSkatesAM,JennyRathbone,2,Labour
KenSkatesAM,JulieJamesAM,4,Labour
KenSkatesAM,Kirsty_Williams,2,Labour
KenSkatesAM,LeanneWood,3,Labour
KenSkatesAM,LlyrGruffydd,6,Labour
KenSkatesAM,MarkDrakeford,8,Labour
KenSkatesAM,MarkIsherwoodAM,3,Labour
KenSkatesAM,MickAntoniw1,2,Labour
KenSkatesAM,MikeHedgesAM,6,Labour
KenSkatesAM,MohammadAsghar,1,Labour
KenSkatesAM,RebeccaEvansAM,16,Labour
KenSkatesAM,_Adam_Price,1,Labour
KenSkatesAM,ann_jonesam,22,Labour
KenSkatesAM,bethanjenkins,4,Labour
KenSkatesAM,carlsargeant1,36,Labour
KenSkatesAM,hannahblythyn,27,Labour
KenSkatesAM,lesley4wrexham,60,Labour
KenSkatesAM,russ_george,3,Labour
KenSkatesAM,vaughangething,32,Labour
Kirsty_Williams,AlunDaviesAM,1,Liberal Democrat
Kirsty_Williams,Amanwy,2,Liberal Democrat
Kirsty_Williams,AndrewRTDavies,8,Liberal Democrat
Kirsty_Williams,DarrenMillarAM,5,Liberal Democrat
Kirsty_Williams,DavidReesAM,3,Liberal Democrat
Kirsty_Williams,ElinCeredigion,5,Liberal Democrat
Kirsty_Williams,JFinchSaunders,2,Liberal Democrat
Kirsty_Williams,JaneHutt,3,Liberal Democrat
Kirsty_Williams,JennyRathbone,1,Liberal Democrat
Kirsty_Williams,JulieMorganLAB,2,Liberal Democrat
Kirsty_Williams,KenSkatesAM,2,Liberal Democrat
Kirsty_Williams,LeanneWood,13,Liberal Democrat
Kirsty_Williams,MarkDrakeford,2,Liberal Democrat
Kirsty_Williams,NeilUKIP,1,Liberal Democrat
Kirsty_Williams,RebeccaEvansAM,6,Liberal Democrat
Kirsty_Williams,ann_jonesam,2,Liberal Democrat
Kirsty_Williams,bethanjenkins,4,Liberal Democrat
Kirsty_Williams,carlsargeant1,2,Liberal Democrat
LeanneWood,AMCarwyn,1,Plaid Cymru
LeanneWood,AndrewRTDavies,6,Plaid Cymru
LeanneWood,DavidReesAM,1,Plaid Cymru
LeanneWood,ElinCeredigion,86,Plaid Cymru
LeanneWood,ElisThomasD,1,Plaid Cymru
LeanneWood,KenSkatesAM,1,Plaid Cymru
LeanneWood,Kirsty_Williams,5,Plaid Cymru
LeanneWood,LlyrGruffydd,38,Plaid Cymru
LeanneWood,MarkReckless,1,Plaid Cymru
LeanneWood,NathanGillMEP,3,Plaid Cymru
LeanneWood,RhunapIorwerth,51,Plaid Cymru
LeanneWood,SimonThomasAC,43,Plaid Cymru
LeanneWood,_Adam_Price,43,Plaid Cymru
LeanneWood,bethanjenkins,14,Plaid Cymru
LeanneWood,neiljmcevoy,12,Plaid Cymru
LeanneWood,siangwenfelin,35,Plaid Cymru
LlyrGruffydd,AMCarwyn,5,Plaid Cymru
LlyrGruffydd,AlunDaviesAM,6,Plaid Cymru
LlyrGruffydd,Amanwy,7,Plaid Cymru
LlyrGruffydd,AndrewRTDavies,6,Plaid Cymru
LlyrGruffydd,AngelaBurnsAM,1,Plaid Cymru
LlyrGruffydd,DarrenMillarAM,15,Plaid Cymru
LlyrGruffydd,ElinCeredigion,68,Plaid Cymru
LlyrGruffydd,ElisThomasD,16,Plaid Cymru
LlyrGruffydd,JBryantWales,1,Plaid Cymru
LlyrGruffydd,JFinchSaunders,6,Plaid Cymru
LlyrGruffydd,JaneHutt,1,Plaid Cymru
LlyrGruffydd,JennyRathbone,6,Plaid Cymru
LlyrGruffydd,Jeremy_Miles,1,Plaid Cymru
LlyrGruffydd,JoyceWatsonam,2,Plaid Cymru
LlyrGruffydd,JulieJamesAM,3,Plaid Cymru
LlyrGruffydd,JulieMorganLAB,4,Plaid Cymru
LlyrGruffydd,KenSkatesAM,7,Plaid Cymru
LlyrGruffydd,Kirsty_Williams,5,Plaid Cymru
LlyrGruffydd,LeanneWood,181,Plaid Cymru
LlyrGruffydd,MarkDrakeford,1,Plaid Cymru
LlyrGruffydd,MarkIsherwoodAM,6,Plaid Cymru
LlyrGruffydd,MarkReckless,1,Plaid Cymru
LlyrGruffydd,MickAntoniw1,2,Plaid Cymru
LlyrGruffydd,MohammadAsghar,1,Plaid Cymru
LlyrGruffydd,NathanGillMEP,7,Plaid Cymru
LlyrGruffydd,NeilUKIP,2,Plaid Cymru
LlyrGruffydd,NickRamsayAM,1,Plaid Cymru
LlyrGruffydd,RebeccaEvansAM,11,Plaid Cymru
LlyrGruffydd,RhunapIorwerth,73,Plaid Cymru
LlyrGruffydd,SimonThomasAC,45,Plaid Cymru
LlyrGruffydd,_Adam_Price,6,Plaid Cymru
LlyrGruffydd,ann_jonesam,3,Plaid Cymru
LlyrGruffydd,bethanjenkins,22,Plaid Cymru
LlyrGruffydd,carlsargeant1,4,Plaid Cymru
LlyrGruffydd,huw4ogmore,1,Plaid Cymru
LlyrGruffydd,lesley4wrexham,5,Plaid Cymru
LlyrGruffydd,neiljmcevoy,8,Plaid Cymru
LlyrGruffydd,russ_george,9,Plaid Cymru
LlyrGruffydd,siangwenfelin,20,Plaid Cymru
LlyrGruffydd,suzydaviesam,2,Plaid Cymru
MarkDrakeford,AlunDaviesAM,2,Labour
MarkDrakeford,AndrewRTDavies,2,Labour
MarkDrakeford,JaneHutt,1,Labour
MarkDrakeford,JennyRathbone,1,Labour
MarkDrakeford,JulieMorganLAB,6,Labour
MarkDrakeford,KenSkatesAM,2,Labour
MarkDrakeford,Kirsty_Williams,1,Labour
MarkDrakeford,LeanneWood,1,Labour
MarkDrakeford,MickAntoniw1,1,Labour
MarkDrakeford,RebeccaEvansAM,1,Labour
MarkDrakeford,ann_jonesam,1,Labour
MarkDrakeford,neiljmcevoy,3,Labour
MarkDrakeford,vaughangething,3,Labour
MarkIsherwoodAM,AMCarwyn,14,Conservative
MarkIsherwoodAM,AlunDaviesAM,6,Conservative
MarkIsherwoodAM,Amanwy,2,Conservative
MarkIsherwoodAM,AndrewRTDavies,153,Conservative
MarkIsherwoodAM,AngelaBurnsAM,17,Conservative
MarkIsherwoodAM,DarrenMillarAM,150,Conservative
MarkIsherwoodAM,DavidReesAM,4,Conservative
MarkIsherwoodAM,ElinCeredigion,10,Conservative
MarkIsherwoodAM,JFinchSaunders,57,Conservative
MarkIsherwoodAM,JaneHutt,2,Conservative
MarkIsherwoodAM,JennyRathbone,8,Conservative
MarkIsherwoodAM,Jeremy_Miles,5,Conservative
MarkIsherwoodAM,JoyceWatsonam,2,Conservative
MarkIsherwoodAM,JulieJamesAM,4,Conservative
MarkIsherwoodAM,JulieMorganLAB,10,Conservative
MarkIsherwoodAM,KenSkatesAM,7,Conservative
MarkIsherwoodAM,Kirsty_Williams,4,Conservative
MarkIsherwoodAM,LeanneWood,5,Conservative
MarkIsherwoodAM,LlyrGruffydd,19,Conservative
MarkIsherwoodAM,MarkDrakeford,2,Conservative
MarkIsherwoodAM,MarkReckless,2,Conservative
MarkIsherwoodAM,MickAntoniw1,5,Conservative
MarkIsherwoodAM,MikeHedgesAM,22,Conservative
MarkIsherwoodAM,MohammadAsghar,6,Conservative
MarkIsherwoodAM,NathanGillMEP,3,Conservative
MarkIsherwoodAM,NeilUKIP,1,Conservative
MarkIsherwoodAM,NickRamsayAM,13,Conservative
MarkIsherwoodAM,RebeccaEvansAM,2,Conservative
MarkIsherwoodAM,RhunapIorwerth,15,Conservative
MarkIsherwoodAM,SimonThomasAC,7,Conservative
MarkIsherwoodAM,UKIPNorthWales,1,Conservative
MarkIsherwoodAM,ann_jonesam,15,Conservative
MarkIsherwoodAM,bethanjenkins,2,Conservative
MarkIsherwoodAM,carlsargeant1,8,Conservative
MarkIsherwoodAM,carolineUKIP,5,Conservative
MarkIsherwoodAM,hannahblythyn,6,Conservative
MarkIsherwoodAM,lesley4wrexham,12,Conservative
MarkIsherwoodAM,neiljmcevoy,10,Conservative
MarkIsherwoodAM,rhi4islwyn,1,Conservative
MarkIsherwoodAM,russ_george,17,Conservative
MarkIsherwoodAM,siangwenfelin,2,Conservative
MarkIsherwoodAM,suzydaviesam,18,Conservative
MarkIsherwoodAM,vaughangething,1,Conservative
MarkReckless,AMCarwyn,8,UKIP
MarkReckless,Amanwy,1,UKIP
MarkReckless,AndrewRTDavies,17,UKIP
MarkReckless,DavidReesAM,1,UKIP
MarkReckless,DavidRowlandsAM,4,UKIP
MarkReckless,ElinCeredigion,4,UKIP
MarkReckless,ElisThomasD,1,UKIP
MarkReckless,JBryantWales,2,UKIP
MarkReckless,JennyRathbone,1,UKIP
MarkReckless,Jeremy_Miles,1,UKIP
MarkReckless,KenSkatesAM,10,UKIP
MarkReckless,Kirsty_Williams,5,UKIP
MarkReckless,LeanneWood,19,UKIP
MarkReckless,MarkDrakeford,1,UKIP
MarkReckless,MarkIsherwoodAM,1,UKIP
MarkReckless,MikeHedgesAM,2,UKIP
MarkReckless,NathanGillMEP,40,UKIP
MarkReckless,NeilUKIP,11,UKIP
MarkReckless,RhunapIorwerth,2,UKIP
MarkReckless,SimonThomasAC,4,UKIP
MarkReckless,UKIPNorthWales,1,UKIP
MarkReckless,VikkiHowells,1,UKIP
MarkReckless,bethanjenkins,2,UKIP
MarkReckless,carolineUKIP,4,UKIP
MarkReckless,huw4ogmore,5,UKIP
MarkReckless,suzydaviesam,1,UKIP
MarkReckless,vaughangething,1,UKIP
MickAntoniw1,AMCarwyn,25,Labour
MickAntoniw1,AlunDaviesAM,16,Labour
MickAntoniw1,Amanwy,9,Labour
MickAntoniw1,AndrewRTDavies,12,Labour
MickAntoniw1,DarrenMillarAM,2,Labour
MickAntoniw1,DavidReesAM,6,Labour
MickAntoniw1,Dawn_Bowden,10,Labour
MickAntoniw1,ElisThomasD,2,Labour
MickAntoniw1,Eluned_Morgan,4,Labour
MickAntoniw1,JBryantWales,1,Labour
MickAntoniw1,JGriffithsLab,1,Labour
MickAntoniw1,JaneHutt,13,Labour
MickAntoniw1,JennyRathbone,8,Labour
MickAntoniw1,Jeremy_Miles,12,Labour
MickAntoniw1,JulieJamesAM,3,Labour
MickAntoniw1,JulieMorganLAB,6,Labour
MickAntoniw1,KenSkatesAM,5,Labour
MickAntoniw1,Kirsty_Williams,1,Labour
MickAntoniw1,LeanneWood,16,Labour
MickAntoniw1,LlyrGruffydd,1,Labour
MickAntoniw1,MarkDrakeford,4,Labour
MickAntoniw1,MikeHedgesAM,3,Labour
MickAntoniw1,NathanGillMEP,5,Labour
MickAntoniw1,NeilUKIP,3,Labour
MickAntoniw1,NickRamsayAM,9,Labour
MickAntoniw1,RebeccaEvansAM,5,Labour
MickAntoniw1,RhunapIorwerth,9,Labour
MickAntoniw1,VikkiHowells,11,Labour
MickAntoniw1,bethanjenkins,3,Labour
MickAntoniw1,carlsargeant1,6,Labour
MickAntoniw1,hannahblythyn,3,Labour
MickAntoniw1,hef4caerphilly,1,Labour
MickAntoniw1,huw4ogmore,3,Labour
MickAntoniw1,lesley4wrexham,2,Labour
MickAntoniw1,neiljmcevoy,2,Labour
MickAntoniw1,rhi4islwyn,1,Labour
MickAntoniw1,siangwenfelin,1,Labour
MickAntoniw1,suzydaviesam,5,Labour
MickAntoniw1,vaughangething,16,Labour
MikeHedgesAM,AMCarwyn,3,Labour
MikeHedgesAM,AlunDaviesAM,8,Labour
MikeHedgesAM,Amanwy,11,Labour
MikeHedgesAM,AndrewRTDavies,10,Labour
MikeHedgesAM,AngelaBurnsAM,3,Labour
MikeHedgesAM,DarrenMillarAM,6,Labour
MikeHedgesAM,DavidReesAM,20,Labour
MikeHedgesAM,Dawn_Bowden,9,Labour
MikeHedgesAM,ElinCeredigion,1,Labour
MikeHedgesAM,ElisThomasD,2,Labour
MikeHedgesAM,Eluned_Morgan,3,Labour
MikeHedgesAM,JBryantWales,15,Labour
MikeHedgesAM,JFinchSaunders,11,Labour
MikeHedgesAM,JaneHutt,9,Labour
MikeHedgesAM,JennyRathbone,5,Labour
MikeHedgesAM,Jeremy_Miles,10,Labour
MikeHedgesAM,JulieJamesAM,50,Labour
MikeHedgesAM,JulieMorganLAB,13,Labour
MikeHedgesAM,KenSkatesAM,9,Labour
MikeHedgesAM,Kirsty_Williams,3,Labour
MikeHedgesAM,LeanneWood,12,Labour
MikeHedgesAM,LlyrGruffydd,1,Labour
MikeHedgesAM,MarkDrakeford,4,Labour
MikeHedgesAM,MarkIsherwoodAM,8,Labour
MikeHedgesAM,MarkReckless,2,Labour
MikeHedgesAM,MickAntoniw1,2,Labour
MikeHedgesAM,NathanGillMEP,1,Labour
MikeHedgesAM,NickRamsayAM,3,Labour
MikeHedgesAM,RebeccaEvansAM,20,Labour
MikeHedgesAM,RhunapIorwerth,3,Labour
MikeHedgesAM,SimonThomasAC,2,Labour
MikeHedgesAM,_Adam_Price,1,Labour
MikeHedgesAM,ann_jonesam,10,Labour
MikeHedgesAM,bethanjenkins,18,Labour
MikeHedgesAM,carlsargeant1,22,Labour
MikeHedgesAM,hannahblythyn,2,Labour
MikeHedgesAM,huw4ogmore,1,Labour
MikeHedgesAM,lesley4wrexham,23,Labour
MikeHedgesAM,russ_george,1,Labour
MikeHedgesAM,suzydaviesam,18,Labour
MikeHedgesAM,vaughangething,25,Labour
MohammadAsghar,AndrewRTDavies,19,Conservative
MohammadAsghar,AngelaBurnsAM,7,Conservative
MohammadAsghar,DarrenMillarAM,9,Conservative
MohammadAsghar,ElisThomasD,1,Conservative
MohammadAsghar,JBryantWales,1,Conservative
MohammadAsghar,JFinchSaunders,14,Conservative
MohammadAsghar,JGriffithsLab,1,Conservative
MohammadAsghar,JennyRathbone,1,Conservative
MohammadAsghar,JoyceWatsonam,2,Conservative
MohammadAsghar,JulieMorganLAB,3,Conservative
MohammadAsghar,KenSkatesAM,1,Conservative
MohammadAsghar,Kirsty_Williams,2,Conservative
MohammadAsghar,MarkIsherwoodAM,6,Conservative
MohammadAsghar,MarkReckless,1,Conservative
MohammadAsghar,MikeHedgesAM,7,Conservative
MohammadAsghar,NickRamsayAM,30,Conservative
MohammadAsghar,RebeccaEvansAM,4,Conservative
MohammadAsghar,RhunapIorwerth,1,Conservative
MohammadAsghar,ann_jonesam,3,Conservative
MohammadAsghar,bethanjenkins,1,Conservative
MohammadAsghar,russ_george,6,Conservative
MohammadAsghar,suzydaviesam,2,Conservative
MohammadAsghar,vaughangething,2,Conservative
NathanGillMEP,AMCarwyn,1,UKIP
NathanGillMEP,Amanwy,5,UKIP
NathanGillMEP,AndrewRTDavies,12,UKIP
NathanGillMEP,DarrenMillarAM,1,UKIP
NathanGillMEP,DavidRowlandsAM,3,UKIP
NathanGillMEP,ElisThomasD,1,UKIP
NathanGillMEP,Eluned_Morgan,2,UKIP
NathanGillMEP,JaneHutt,2,UKIP
NathanGillMEP,JulieMorganLAB,1,UKIP
NathanGillMEP,Kirsty_Williams,1,UKIP
NathanGillMEP,LeanneWood,5,UKIP
NathanGillMEP,MarkReckless,51,UKIP
NathanGillMEP,MickAntoniw1,1,UKIP
NathanGillMEP,MikeHedgesAM,1,UKIP
NathanGillMEP,NeilUKIP,11,UKIP
NathanGillMEP,NickRamsayAM,1,UKIP
NathanGillMEP,RhunapIorwerth,3,UKIP
NathanGillMEP,ann_jonesam,1,UKIP
NathanGillMEP,bethanjenkins,1,UKIP
NathanGillMEP,carolineUKIP,6,UKIP
NathanGillMEP,huw4ogmore,1,UKIP
NathanGillMEP,neiljmcevoy,1,UKIP
NathanGillMEP,siangwenfelin,1,UKIP
NeilUKIP,AMCarwyn,2,UKIP
NeilUKIP,AlunDaviesAM,1,UKIP
NeilUKIP,Amanwy,3,UKIP
NeilUKIP,AndrewRTDavies,6,UKIP
NeilUKIP,AngelaBurnsAM,2,UKIP
NeilUKIP,DavidRowlandsAM,2,UKIP
NeilUKIP,ElinCeredigion,3,UKIP
NeilUKIP,ElisThomasD,1,UKIP
NeilUKIP,Eluned_Morgan,6,UKIP
NeilUKIP,GarethBennettAM,1,UKIP
NeilUKIP,JFinchSaunders,4,UKIP
NeilUKIP,JaneHutt,1,UKIP
NeilUKIP,Jeremy_Miles,4,UKIP
NeilUKIP,JoyceWatsonam,1,UKIP
NeilUKIP,KenSkatesAM,3,UKIP
NeilUKIP,Kirsty_Williams,4,UKIP
NeilUKIP,LeanneWood,5,UKIP
NeilUKIP,MarkReckless,16,UKIP
NeilUKIP,MikeHedgesAM,1,UKIP
NeilUKIP,NathanGillMEP,2,UKIP
NeilUKIP,NickRamsayAM,1,UKIP
NeilUKIP,RhunapIorwerth,1,UKIP
NeilUKIP,SimonThomasAC,3,UKIP
NeilUKIP,UKIPNorthWales,3,UKIP
NeilUKIP,VikkiHowells,1,UKIP
NeilUKIP,_Adam_Price,3,UKIP
NeilUKIP,bethanjenkins,2,UKIP
NeilUKIP,carolineUKIP,5,UKIP
NeilUKIP,hef4caerphilly,1,UKIP
NeilUKIP,huw4ogmore,1,UKIP
NeilUKIP,rhi4islwyn,1,UKIP
NickRamsayAM,AMCarwyn,1,Conservative
NickRamsayAM,AlunDaviesAM,7,Conservative
NickRamsayAM,Amanwy,5,Conservative
NickRamsayAM,AndrewRTDavies,26,Conservative
NickRamsayAM,AngelaBurnsAM,3,Conservative
NickRamsayAM,DarrenMillarAM,6,Conservative
NickRamsayAM,DavidReesAM,2,Conservative
NickRamsayAM,ElinCeredigion,3,Conservative
NickRamsayAM,ElisThomasD,6,Conservative
NickRamsayAM,Eluned_Morgan,3,Conservative
NickRamsayAM,JBryantWales,1,Conservative
NickRamsayAM,JFinchSaunders,20,Conservative
NickRamsayAM,JaneHutt,1,Conservative
NickRamsayAM,JennyRathbone,7,Conservative
NickRamsayAM,JulieJamesAM,2,Conservative
NickRamsayAM,JulieMorganLAB,3,Conservative
NickRamsayAM,KenSkatesAM,1,Conservative
NickRamsayAM,Kirsty_Williams,3,Conservative
NickRamsayAM,LeanneWood,3,Conservative
NickRamsayAM,LlyrGruffydd,2,Conservative
NickRamsayAM,MarkIsherwoodAM,8,Conservative
NickRamsayAM,MarkReckless,1,Conservative
NickRamsayAM,MickAntoniw1,5,Conservative
NickRamsayAM,MikeHedgesAM,2,Conservative
NickRamsayAM,MohammadAsghar,22,Conservative
NickRamsayAM,NeilUKIP,1,Conservative
NickRamsayAM,RebeccaEvansAM,2,Conservative
NickRamsayAM,RhunapIorwerth,2,Conservative
NickRamsayAM,SimonThomasAC,5,Conservative
NickRamsayAM,bethanjenkins,12,Conservative
NickRamsayAM,huw4ogmore,3,Conservative
NickRamsayAM,rhi4islwyn,3,Conservative
NickRamsayAM,russ_george,3,Conservative
NickRamsayAM,suzydaviesam,6,Conservative
NickRamsayAM,vaughangething,1,Conservative
RebeccaEvansAM,AMCarwyn,23,Labour
RebeccaEvansAM,AlunDaviesAM,8,Labour
RebeccaEvansAM,Amanwy,27,Labour
RebeccaEvansAM,AndrewRTDavies,1,Labour
RebeccaEvansAM,DavidReesAM,7,Labour
RebeccaEvansAM,Dawn_Bowden,3,Labour
RebeccaEvansAM,ElinCeredigion,2,Labour
RebeccaEvansAM,ElisThomasD,3,Labour
RebeccaEvansAM,Eluned_Morgan,5,Labour
RebeccaEvansAM,JBryantWales,3,Labour
RebeccaEvansAM,JFinchSaunders,1,Labour
RebeccaEvansAM,JGriffithsLab,2,Labour
RebeccaEvansAM,JaneHutt,11,Labour
RebeccaEvansAM,JennyRathbone,5,Labour
RebeccaEvansAM,Jeremy_Miles,22,Labour
RebeccaEvansAM,JoyceWatsonam,5,Labour
RebeccaEvansAM,JulieJamesAM,21,Labour
RebeccaEvansAM,JulieMorganLAB,6,Labour
RebeccaEvansAM,KenSkatesAM,10,Labour
RebeccaEvansAM,Kirsty_Williams,7,Labour
RebeccaEvansAM,LeanneWood,10,Labour
RebeccaEvansAM,MarkDrakeford,1,Labour
RebeccaEvansAM,MarkIsherwoodAM,1,Labour
RebeccaEvansAM,MickAntoniw1,6,Labour
RebeccaEvansAM,MikeHedgesAM,6,Labour
RebeccaEvansAM,NathanGillMEP,1,Labour
RebeccaEvansAM,NeilUKIP,2,Labour
RebeccaEvansAM,RhunapIorwerth,1,Labour
RebeccaEvansAM,SimonThomasAC,5,Labour
RebeccaEvansAM,VikkiHowells,1,Labour
RebeccaEvansAM,ann_jonesam,3,Labour
RebeccaEvansAM,carlsargeant1,10,Labour
RebeccaEvansAM,hannahblythyn,6,Labour
RebeccaEvansAM,hef4caerphilly,3,Labour
RebeccaEvansAM,huw4ogmore,10,Labour
RebeccaEvansAM,lesley4wrexham,4,Labour
RebeccaEvansAM,rhi4islwyn,2,Labour
RebeccaEvansAM,russ_george,4,Labour
RebeccaEvansAM,vaughangething,12,Labour
RhunapIorwerth,AMCarwyn,2,Plaid Cymru
RhunapIorwerth,AlunDaviesAM,3,Plaid Cymru
RhunapIorwerth,Amanwy,9,Plaid Cymru
RhunapIorwerth,AndrewRTDavies,3,Plaid Cymru
RhunapIorwerth,AngelaBurnsAM,1,Plaid Cymru
RhunapIorwerth,DarrenMillarAM,4,Plaid Cymru
RhunapIorwerth,Dawn_Bowden,5,Plaid Cymru
RhunapIorwerth,ElinCeredigion,13,Plaid Cymru
RhunapIorwerth,ElisThomasD,3,Plaid Cymru
RhunapIorwerth,JBryantWales,1,Plaid Cymru
RhunapIorwerth,Jeremy_Miles,1,Plaid Cymru
RhunapIorwerth,JoyceWatsonam,1,Plaid Cymru
RhunapIorwerth,JulieMorganLAB,4,Plaid Cymru
RhunapIorwerth,KenSkatesAM,2,Plaid Cymru
RhunapIorwerth,Kirsty_Williams,1,Plaid Cymru
RhunapIorwerth,LeanneWood,90,Plaid Cymru
RhunapIorwerth,LlyrGruffydd,13,Plaid Cymru
RhunapIorwerth,MarkIsherwoodAM,1,Plaid Cymru
RhunapIorwerth,MarkReckless,2,Plaid Cymru
RhunapIorwerth,MickAntoniw1,7,Plaid Cymru
RhunapIorwerth,NathanGillMEP,5,Plaid Cymru
RhunapIorwerth,RebeccaEvansAM,1,Plaid Cymru
RhunapIorwerth,SimonThomasAC,14,Plaid Cymru
RhunapIorwerth,_Adam_Price,30,Plaid Cymru
RhunapIorwerth,bethanjenkins,15,Plaid Cymru
RhunapIorwerth,carlsargeant1,2,Plaid Cymru
RhunapIorwerth,carolineUKIP,1,Plaid Cymru
RhunapIorwerth,neiljmcevoy,21,Plaid Cymru
RhunapIorwerth,siangwenfelin,17,Plaid Cymru
RhunapIorwerth,suzydaviesam,5,Plaid Cymru
SimonThomasAC,AMCarwyn,3,Plaid Cymru
SimonThomasAC,AlunDaviesAM,1,Plaid Cymru
SimonThomasAC,Amanwy,19,Plaid Cymru
SimonThomasAC,AndrewRTDavies,5,Plaid Cymru
SimonThomasAC,AngelaBurnsAM,9,Plaid Cymru
SimonThomasAC,DarrenMillarAM,1,Plaid Cymru
SimonThomasAC,ElinCeredigion,43,Plaid Cymru
SimonThomasAC,ElisThomasD,2,Plaid Cymru
SimonThomasAC,Eluned_Morgan,2,Plaid Cymru
SimonThomasAC,JBryantWales,1,Plaid Cymru
SimonThomasAC,JaneHutt,5,Plaid Cymru
SimonThomasAC,JennyRathbone,2,Plaid Cymru
SimonThomasAC,JoyceWatsonam,1,Plaid Cymru
SimonThomasAC,JulieJamesAM,1,Plaid Cymru
SimonThomasAC,KenSkatesAM,2,Plaid Cymru
SimonThomasAC,Kirsty_Williams,3,Plaid Cymru
